name,price,short_description,rating,number_of_reviews,product_description
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Phone Holder Bed Gooseneck Mount - Lamicall Cell Phone Clamp Clip for Desk, Flexible Lazy Long Arm Headboard Bedside, Overhead Mount Stand, Compatible with Phone 12 Mini 11 Pro Xs Max XR X 8 7 6 Plus",$21.98,"About this item 【Upgraded Version】Based on the pain points of similar products ""Very shaky. Sag slowly after a period and can't keep a position for your phone anymore"", the arm of our gooseneck phone holder for bed adopts better materials and design. It has improvements in both stability and durability. Note: the long arm is not a super flexible type, which aims to add stability. 【Multipurpose Phone Holder】The gooseneck phone clamp mount is designed to: watch Netflix handsfree while lying in bed or sofa at home, use facetime with families when clipped on the desk, read recipes in the kitchen, taking selfies. And it also can be an overhead phone holder for video recording. 【Easy to Install】Featuring the adjustable clamp base varying from 0 to 2.36 inches (6cm), the cell phone clip holder can be securely mounted on the bed frame, bedside, headboard, nightstand, desk, end table and kitchen counter etc. A non-slip silicone base won't scratch the surface of your furniture. 【Stable and Durable】As for the 33.4 inches (85cm) bendable lazy long snake arm, high- quality Aluminum-magnesium alloy solid core makes the lazy arm sturdy enough to hold his phone firmly, yet flexible to bend in any direction to accommodate your view. It will be a lifesaver for protecting you from neck pain. 【Support 4-7'' Smartphones】The 360-degree phone lazy bracket is compatible with 4-7'' devices, namely almost all cell phones, like iPhone 12 13 Pro Max Mini 11 Pro XS Max XS XR X 8 Plus 8 7 Plus 7 6S Plus 6S 6 SE, Galaxy S10e S10+ S10 S9+ S9 S8+ S8 S7 Edge Note 9 8, LG, Moto, Google Pixel, Moto etc.",4.5 out of 5,"30,774 global ratings",nan
nan,nan,nan,nan,nan,nan
"Phone Holder Bed Gooseneck Mount - Lamicall Cell Phone Clamp Clip for Desk, Flexible Lazy Long Arm Headboard Bedside, Overhead Mount Stand, Compatible with Phone 12 Mini 11 Pro Xs Max XR X 8 7 6 Plus",Page 1 of 1,"About this item 【Upgraded Version】Based on the pain points of similar products ""Very shaky. Sag slowly after a period and can't keep a position for your phone any more"", the arm of our gooseneck bed holder adopts better materials and design. It has improvements in both stability and durability. Note: the arm is not super flexible type, which aims to add stability. 【Multipurpose Holder】The gooseneck phone holder is designed to: watch Netflix handsfree while laying in bed or sofa, use facetime with families on the desk, read recipes in the kitchen. And it also works as a tripod if you want to take time-lapse videos or take a photo with a friend. 【Easy to Install】Featuring an adjustable clamp base varying from 0 to 2.36 inches (6cm), the cell phone clip holder can be securely mounted on the bed frame, bedside, headboard, nightstand, desk, end table and kitchen counter etc. Designed with a non-slip silicone base, the holder will not scratch the surface of your furniture. 【Stable and Durable】As for the 33.4 inches (85cm) long arm, high- quality Aluminum-magnesium alloy solid core makes the lazy arm sturdy enough to hold his phone firmly, yet flexible to bend in any direction to accommodate your view. It will be a lifesaver for protecting you from neck pain. 【Support 4-7'' Smartphones】The 360-degree phone lazy bracket is compatible with 4-7'' devices, namely almost all cell phones, like iPhone 12 13 Pro Max Mini 11 Pro XS Max XS XR X 8 Plus 8 7 Plus 7 6S Plus 6S 6 SE, Galaxy S10e S10+ S10 S9+ S9 S8+ S8 S7 Edge Note 9 8, LG, Moto, Google Pixel, Moto etc.",4.5 out of 5,"30,774 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"iPhone Charger 10ft [Apple MFi Certified], Lightning Cable [2 Pack], iPhone Charger Cord 10 Foot, Fast Apple Lightning to USB Cable 10 Feet Connector for iPhone 11 Pro MAX XS XR X 8 7 6 iPad - Black",$16.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 【Fast Charging】:Fast Charging: 2.4A safe current, which is 20% faster than the Original Apple charging cable speed. While charging, it simultaneously supports data transmission at 480Mbps. 【Further Upgrade the Connector】: Use Apple certified C94 PD Fast Charge connector, original 8 Pin connector, to ensure safe charging for your Apple devices. Enjoy fast data transmission, synchronization and charging, the interface is less prone to accidents such as short circuits, and more durable. 【Safety Certified Products】: The deloni lightning cable has Apple MFi certification, it supports stable charging of iPhone/iPad/iPod, and supports devices with future iOS system upgrades. Obtained FCC certification and UL certification, the industry's leading safety certification. 【Wide Compatibility】: Suitable for iPhone 12/12 Pro 12 Mini/ 12 Pro Max/ 11 Pro Max / iPhone XS / XS Max / XR / X / 8 Plus / 8 / 7 Plus / 7 / 6s Plus / 6s / 6 Plus / 6 / 5s / 5c / 5 / iPad Pro / Air / Air 2, iPad mini / mini 2 / mini 3 / mini 4, iPod nano (7th generation), iPad (4th generation) and iPod touch (5th generation).",4.5 out of 5,"1,826 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"iPhone Tripod Mount Adapter Universal Cell Phone Tripod Mount, Vertical Horizontal Adjustable Clamp 2.3~4.0"" Wide",$9.30,"Better shots with dual flexible models: Items come with the cell phone tripod and mount adapter together, you can use them together or separately with different scenes, both of them are rotatable design, the tripod mount adapter also has three mount points, you can capture level shots on almost any surface, even wrap the flexible tripod legs around a lamp or tree. Sturdy construction and protection: With high quality engineering plastic it keeps lightweight and sturdy; Soft protective rubber and metal screw structure can hold and protect your phone; Metal ball and screw ensure a more durable and better lifetime even with frequently use; 3mm diameter pure aluminum material will keeps the three legs with better ductility and Load-bearing; Lightweight for a travel: The whole weight of cell phone tripod and mount adapter are just 128g , while the tripod is just 50g, you can put them into your bag integrally or individually as your needs. Various mount compatible: This cell phone tripod can also use for Video Slider, Ring Light, and Stabilizer. Also fits for most cell phone with or without a cased (width between 2.25inches-3inches ), such as iphone X, iPhone 7, 8, 7 plus, iPhone 6s, iPhone 6s plus, iPhone 6, iphone SE/5s/5/5c,Samsung Galaxy S7/S6,Galaxy S7/S6 edge, Note 5/4/3, etc. Quality Guarantee: we offers a full 90 days 100% money back guarantee, so contact with us if you have problems.",4.6 out of 5,959 global ratings,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Super Fast Charger Type C,25W USB C Wall Charger Fast Charging Block for Samsung Galaxy S22/S22 Ultra/S22+/S21/S21 Ultra/S21+/S20/S20Ultra/Note 10 Plus/Note 20 Ultra/Z Fold 3 & 5Ft Android Phone Cable",$16.89,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 25W USB C Wall Charger: Equipped with a USB Type C port, PD 3.0 usb c fast charger provides you Max 25W output power, Charging Samsung Galaxy S22/S22Ultra/S22+/S21/S21+/S21Ultra/S20/S20+/Z Fold 3/ Z Flip 3/ S20 Ultra/Note10/Note20 up to 50% in just 30 minutes. Also provide full speed charging for 2020/2018 iPad Pro 11/12.9, and other devices that compatible with USB C wall charging Superior Safety Fast Charging:Match safety standard to advoid over-load, short current and overheat.Continuous high-power output will have a temperature rise, but they are all within the safety limits of standard certification 5FT Type C to C Cable: USB-C connector offers a user-friendly reversible design, fast Charging and transferring, Up to 480 Mbps data transfer speed; power output up to 3Amp Package Included: 2 x 25w power delivery wall charger plug, 2 x 5ft type C charging Cord , if there are any quality problem, please contact us",4.6 out of 5,"7,951 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"USB C to USB Adapter [2 Pack], JSAUX USB Type C Male to USB 3.0 Female OTG Cable Thunderbolt3 to USB Adapter Compatible with MacBook Pro/Air 2019 2018 2017, Samsung Galaxy S20 S20+ Ultra Note 10 S9 S8",$10.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 【USB On-The-Go】: Plug in and use computer peripherals, such as flash drive, keyboard, hub, mouse and more, makes your USB-C devices compatible with USB drives and any other USB devices that support USB On-The-Go. 【USB 3.0 Super Speed Transfer】: Full USB 3.0 super speed data transfer up to 5Gbps, 10x faster than USB 2.0. Transfer files, HD movies and songs to your USB-C devices in seconds. 【Nylon Tangle-free Design】: Tangle-free Nylon Braided Design, this USB 3.0 Cord is far more dependable than others in its price range. Premium nylon braided cable adds additional durability and tangle free. 【Durable Aluminum Body】: Made out of durable aluminum alloy, innovative engineering ensures durability and a long life span. 【What you get】: We provide this USB C Adapter with 18-Month Warranty and 24/7 customer service, if you have any questions,we will resolve your issue within 24 hours. Compatible with all USB C devices, Samsung Galaxy Note8 S9/S9Plus S8/S8 Plus, Apple New Macbook Pro, LG G6 G5 V20 and More.",4.7 out of 5,"13,170 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"USB Type C to 3.5mm Female Headphone Jack Adapter,USB C to Aux Audio Dongle Cable Cord Compatible with Samsung Galaxy S22 S21 S20 Ultra Note 20 10 S10 S9 Plus,Pixel 4 3 2 XL,iPad Pro and More (Grey)",$7.63,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 【Multi-function Dongle】 This compact usb-c to aux adapter enable you to listen musics and answer phone call with your headphone and support wire control function as well. 【Hi-Fi Sound Quality】 This usb c to headphone adapter adopted an advance DAC Smart Chip, offer high-definition audio, powerful noise reduction, you can get higher fidelity sound from it. 【Relief Strain Design】 With the relief strain design, this adapter can stand 12000+ bending tests, which makes this adpter much more durable. 【Wide Compatibility】 Wider compatibility than others type c to 3.5mm adapters, compatible with most of the type c phones: Google pixel 4 3 2 XL, Samsung Galaxy S22 S21 S20 Ultra S20 Z Flip S20+ S10 S9 S8 Plus, Note 20 ultra 10 10+ 9 8, iPad pro 2018/20/21,Huawei Mate 30 20 10 Pro, P30 P20, One plus 6T 7 7Pro and more. 【Plug and Play】 This Type C to 3.5mm aux adapter No need to install software, drive, or complex connection mode, plug and play. Let you use the simplest way to enjoy wonderful music anywhere.",4.4 out of 5,"6,916 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"YESPURE Crossbody Case for Google Pixel 3,Case for Google Pixel 3,Clear Transparent TPU Soft Case for Google Pixel 3 Holder with Neck Cord Lanyard Strap-Clear ( for Google Pixel 3,red-Beige)",$10.99,"PERFECT FIT CASE ---- This case compatible with Google Pixel 3 CONVENIENT STRAP ---- The mobile phone necklace has clean, elegant cord ends made of brass material. Perfect to have your hands free while doing other things. SHOCK ABSORPTION CASE ---- Not bulky, not flimsy, but it can provide adequate protection, scratch resistant and absorb the pressure HIGH QUALITY TPU---- Made of flexible and soft TPU material, easy to install and remove. Precise cutouts for speakers, power port, audio port and buttons NEWEST DESIGN CASE ---- New The fashionable design will display your Phone beautifully.",4.8 out of 5,4 global ratings,"PERFECT FIT CASE This case compatible with Google Pixel 3 CONVENIENT STRAP The mobile iphone necklace has clean, elegant cord ends made of brass material. Perfect to have your hands free while doing other things. SHOCK ABSORPTION CASE Not bulky, not flimsy, but it can provide adequate protection, scratch resistant and absorb the pressure HIGH QUALITY TPU Made of flexible and soft TPU material, easy to install and remove. Precise cutouts for speakers, power port, audio port and buttons NEWEST DESIGN CASE New The fashionable design will display your Phone beautifully. Package:1 x Crossbody Case for Google Pixel 3 1 x Replaceable White Metal Leather Rope"
nan,nan,nan,nan,nan,nan
Purple Bible Case - Large,$21.95,"This medium Bible cover features ""Jesus Name Above All Names"" sentiment. On purple background with front pocket, full zippered closure and handle. Bible cover outside dimensions measure approximately 7.25 x 10.25 x 2 inches. Accommodates a large Bible or book that is 6.5 x 9.25 x 1.75 inches or smaller. Features a beautiful polyester material and is spot clean only. Lays flat when open to fully view bible without removing. The perfect way to protect God's word. Ships in protective packaging. Ready to be gifted for that spiritual person in your life.",5 out of 5,5 global ratings,"Fits books up to 6 1/2"" x 9 1/4"" x 1 3/4"" Front pocket. This Bible cover comes with 3 colorful, double-sided tags that offer 6 inspiring verses. Simply choose the verse you want, and snap it into place. The different verses are as follows ""Jesus; name above all names,"" ""Thy word is a lamp unto my feet and a light unto my path,"" ""Let everything that has breath, praise the Lord!"" ""Draw me close to you...never let me go,"" ""The Lord bless you and keep you,"" and ""Be still and know that I am God."""
nan,nan,nan,nan,nan,nan
"iPhone 13 Charger, IPREMIUM 20W USB C Fast Charger Type C Wall Charger Adapter, PD Fast Charger Block for iPhone 13/13 Pro/13 Pro Max/13 Mini, iPhone 12/12 Pro Max, iPhone 11/11 Pro Max, AirPods Pro",$10.99,"About this item High-Speed Charging: IPREMIUM 20W USB-C Power Adapter provides 20W power to fast charge at full speed for new iPhone 13/ 13 Pro Max, or other USB-C devices that support USB Power Delivery. up to 3× faster than the original 5W iPhone Charger. Compact & Portable - 0.86 inch Ultra-thin design and lightweight ensure maximum portability wherever you want to go. offers fast and efficient charging at home, in the office, or on the go. Broad Compatibility - Works excellently for iPhone 13 / 13 Pro / 13 Pro Max / 13 Mini / 12 / 12 Pro / 12 Pro Max / 12 Mini / XS / XS Max / XR / X / 8 Plus / 8 , iPad Pro, AirPods Pro, MagSafe and other device that supports USB-C Power Delivery, including Samsung Galaxy S20 S21+ and Google Pixel 4/3 XL. Certified Safety - ETL, FCC, CE, ROHS certificated. Multi-charging protection keeps your device safe from over-current over-voltage over-heating & short-circuiting. exhaustive protection while charging. What You Get - 1x 20W USB C PD Wall Charger, 24/7 friendly customer service. If you have any questions,we will resolve your issue within 12 hours.",4.6 out of 5,"3,507 global ratings",nan
"iPhone 13 Charger, IPREMIUM 20W USB C Wall Charger Block for iPhone 13/13 Pro Max/ 13 Pro/ 13 Mini, iPhone 12/12 Pro Max/ 12 Pro/ 12 Mini",$12.11,"About this item High-Speed Charging: IPREMIUM 20W USB-C Power Adapter provides 20W power to fast charge at full speed for new iPhone 13/ 13 Pro Max, or other USB-C devices that support USB Power Delivery. up to 3× faster than the original 5W iPhone Charger. Compact & Portable - 0.86 inch Ultra-thin design and lightweight ensure maximum portability wherever you want to go. offers fast and efficient charging at home, in the office, or on the go. Broad Compatibility - Works excellently for iPhone 13 / 13 Pro / 13 Pro Max / 13 Mini / 12 / 12 Pro / 12 Pro Max / 12 Mini / XS / XS Max / XR / X / 8 Plus / 8 , iPad Pro, AirPods Pro, MagSafe and other device that supports USB-C Power Delivery, including Samsung Galaxy S20 S21+ and Google Pixel 4/3 XL. Certified Safety - ETL, FCC, CE, ROHS certificated. Multi-charging protection keeps your device safe from over-current over-voltage over-heating & short-circuiting. exhaustive protection while charging. What You Get - 1x 20W USB C PD Wall Charger, 24/7 friendly customer service. If you have any questions,we will resolve your issue within 12 hours.",4.6 out of 5,"3,507 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"SPIDERCASE for iPhone 12 Case/iPhone 12 Pro Case, [10 FT Military Grade Drop Protection] [with 2 pcs Tempered Glass Screen Protector] Protective Cover for iPhone 12/12 Pro (Light Blue)",$16.99,"About this item 【Compatible】SPIDERCASE Compatible with iPhone 12 case & iPhone 12 Pro case 6.1 inch. Precision cutouts for easy access to all ports, buttons, sensors and cameras. The unique ergonomic design makes independent buttons feel sensitive and easy to press, with good touch. 【Camera & Screen Protection】Raised lip protects your camera, 2mm raised lip relieves impact and protects your phone screen against drops & cracks & surface scratches. Reinforced corner effectively absorb bumps from any angle when dropping. 【Skin-friendly Material】Made of the premium frosted material and more comfortable to use. Solved the problem of leaving fingerprint marks by sweating hands. 【Full Protection】Military Drop Tested. 2-Layer structure provides 360 degree full body rugged protection. The iPhone 12/12 pro case is made with flexible rubber inner cover and hard polycarbonate back cover, provides good shock proofing and anti-drop protection. Attached 2 Tempered Glass with high touch sensitivity prevent scratch. 【What You Will Get】 You will get a Case for iPhone 12/12 Pro, 2 pcs Tempered Glass and 6 months warranty. If you have any issues, please feel free to contact us and we will reply you in 24 hrs.",4.6 out of 5,907 global ratings,nan
nan,nan,nan,nan,nan,nan
"JBL Flip 4, Black - Waterproof, Portable & Durable Bluetooth Speaker - Up to 12 Hours of Wireless Streaming - Includes Noise-Cancelling Speakerphone, Voice Assistant & JBL Connect+",$99.00,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) All-Purpose Bluetooth Speaker -Take the party everywhere with Flip 4, a portable Bluetooth speaker that delivers powerful stereo sound. With durable, waterproof fabric, this speaker features up to 12 hours of continuous, high-quality audio playtime. Wireless & Noise Cancelling - Wirelessly connect up to 2 smartphones or tablets to the speaker & take turns playing impressive stereo sound. Plus, take crystal-clear calls from your speaker, thanks to the noise and echo-cancelling speakerphone. Waterproof & Durable - No more worrying about rain or spills: Flip 4 is completely waterproof—you can even submerge it in water. Plus, the improved, durable fabric material and rugged rubber housing protects the speaker on your outdoor adventures. Extra Features - Link over 100 JBL Connect+ enabled speakers together to amplify the party. Plus, access Siri or Google Now from your speaker with a simple button press. Includes Bass Radiator - Hear the bass, feel the bass, see the bass: Dual external passive radiators demonstrate how powerful your speaker is. The Sound Promise - JBL has brought music to life in a way people can feel for over 70 years. From Woodstock to the Motion Picture Academy, our speakers unleash the power of music so you can live life to the fullest, wherever and whenever.",4.8 out of 5,"101,308 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"JBL Flip 4, Gray - Waterproof, Portable & Durable Bluetooth Speaker - Up to 12 Hours of Wireless Streaming - Includes Noise-Cancelling Speakerphone, Voice Assistant & JBL Connect+",$94.10,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) All-purpose Bluetooth speaker - Take the party everywhere with Flip 4, a portable Bluetooth speaker that delivers powerful stereo sound. With durable, waterproof fabric, this speaker features up to 12 hours of continuous, high-quality audio playtime. Wireless & noise cancelling - Wirelessly connect up to 2 smartphones or tablets to the speaker & take turns playing impressive stereo sound. Plus, take crystal-clear calls from your speaker, thanks to the noise and echo-cancelling speakerphone. Waterproof & durable - No more worrying about rain or spills: Flip 4 is completely waterproof—you can even submerge it in water. Plus, the improved, durable fabric material and rugged rubber housing protects the speaker on your outdoor adventures. Extra features - Link over 100 JBL Connect+ enabled speakers together to amplify the party. Includes bass radiator - Hear the bass, feel the bass, see the bass: Dual external passive radiators demonstrate how powerful your speaker is.",4.8 out of 5,"101,308 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
Venito Florence Leather Wallet Phone Case Compatible with iPhone X and iPhone Xs - Extra Secure with RFID Blocking - Detachable Phone Wallet - Antique Brown,$69.90,"About this item COMPATIBILITY | Florence Handcrafted Non-Magnet Slide in Detachable Leather Wallet Case Phone Wallet is compatible with iPhone X (5.8 inch) and iPhone XS (5.8 inch). Please make sure you order the right size case for your phone. This case doesn’t fit either iPhone X (5.8 inch), iPhone XS Max (6.5 inch) or iPhone XR (6.1 inch) PREMIUM QUALITY | Handcrafted of High Quality Cowhide Full-Grain Leather with exceptional craftsmanship gained by experience of years. Well-finished exquisite stitches offer this carrying pocket not only long lasting durability but also an elegant look ULTIMATE PROTECTION | High quality genuine leather outer layer and suede inner lining provide ultimate protection to your smartphone against droppings, bumps, scratches, dust, and etc. It also comes with RFID Blocking shield placed underneath the leather, which will provide additional protection against electronic pickpocketing ELEGANT DESIGN | Florence collection has emerged both with the subtlety and functionality of its design and the quality of the leather used in its production. Consisting of two parts, namely inner snap-on cover and detachable outer wallet case, this product is an exquisite piece with its non-magnet sliding mechanism. Wouldn't you like to have ultimate protection in unique elegancy? ADDITIONAL FEATURES | Easy access to charging and earphone ports with precise cut-outs | Wireless charging friendly: it works well with QI wireless chargers | Perfect Gift: coming in an elegant box, perfect as Mother’s Day Gift, Valentine’s Day Gift, Father’s Day Gift, Anniversary Gift, Graduation Gift | Premium Customer Service: Our priority is providing you with exceptional customer service, if you have any questions or comments feel free to ask, we’ll try to respond in a timely manner",4.8 out of 5,8 global ratings,"Comes with RFID Blocking *RFID protection is an innovative technology which blocks unwanted scans, ensuring that your ID and credit cards, therefore your financial and personal information remain private and confidential. Feel safer with a built-in RFID blocking material on your phone case from electronic thieves and pickpoketing since stealing information from your cards will be much harder. It is an all- in- one cover case, stand case, and wallet. Integrates your phone and wallet into one ultra functional minimalist tool With its state of the art design and non-magnet slider connector on the back of this wallet case, your smartphone is safe from any harm from the magnet Shock-absorbent padding on the back provides better protection for your smartphone and a softer feel Made of Premium Quality Cowhide Full-Grain Leather* *Full-grain leather is considered the strongest and most durable type of leather. It is designed to resist moisture and over time look more beautiful, developing its own characteristic rich patina over the course of its life Full protection of your phone all around edges and on the screen Interior shell covered with top quality suede finish which prevents scratches Easy access to charging and earphone ports Compatible with wireless charging (place only the inner snap-on case holding the phone onto a wireless charger) Available in various colors for all tastes Perfect fit for iPHONE X (5.8 inch) and iPhone XS (5.8 inch) Comes in an elegant package Perfect gift idea"
Venito Florence Leather Wallet Phone Case Compatible with iPhone 11 Pro - Extra Secure with RFID Blocking - Detachable Phone Wallet (Coffee Brown),$59.90,"About this item COMPATIBILITY | Florence Handcrafted Non-Magnet Slide in Detachable Leather Wallet Case Phone Wallet is compatible with iPhone 11 Pro (5.8 inch). Please make sure you order the right size case for your phone. This case doesn’t fit either iPhone 11 (6.1 inch) or iPhone 11 Pro Max (6.5 inch) PREMIUM QUALITY | Handcrafted of High Quality Cowhide Full-Grain Leather with exceptional craftsmanship gained by experience of years. Well-finished exquisite stitches offer this carrying pocket not only long lasting durability but also an elegant look ULTIMATE PROTECTION | High quality genuine leather outer layer and suede inner lining provide ultimate protection to your smartphone against droppings, bumps, scratches, dust, and etc. It also comes with RFID Blocking shield placed underneath the leather, which will provide additional protection against electronic pickpocketing ELEGANT DESIGN | Florence collection has emerged both with the subtlety and functionality of its design and the quality of the leather used in its production. Consisting of two parts, namely inner snap-on cover and detachable outer wallet case, this product is an exquisite piece with its non-magnet sliding mechanism. Wouldn't you like to have ultimate protection in unique elegancy? ADDITIONAL FEATURES | Easy access to charging and earphone ports with precise cut-outs | Wireless charging friendly: it works well with QI wireless chargers | Perfect Gift: coming in an elegant box, perfect as Mother’s Day Gift, Valentine’s Day Gift, Father’s Day Gift, Anniversary Gift, Graduation Gift | Premium Customer Service: Our priority is providing you with exceptional customer service, if you have any questions or comments feel free to ask, we’ll try to respond in a timely manner",4.7 out of 5,5 global ratings,"Comes with RFID Blocking *RFID protection is an innovative technology which blocks unwanted scans, ensuring that your ID and credit cards, therefore your financial and personal information remain private and confidential. Feel safer with a built-in RFID blocking material on your phone case from electronic thieves and pickpoketing since stealing information from your cards will be much harder. It is an all- in- one cover case, stand case, and wallet. Integrates your phone and wallet into one ultra functional minimalist tool With its state of the art design and non-magnet slider connector on the back of this wallet case, your smartphone is safe from any harm from the magnet Shock-absorbent padding on the back provides better protection for your smartphone and a softer feel Made of Premium Quality Cowhide Full-Grain Leather* *Full-grain leather is considered the strongest and most durable type of leather. It is designed to resist moisture and over time look more beautiful, developing its own characteristic rich patina over the course of its life Full protection of your phone all around edges and on the screen Interior shell covered with top quality suede finish which prevents scratches Easy access to charging and earphone ports Compatible with wireless charging (place only the inner snap-on case holding the phone onto a wireless charger) Available in various colors for all tastes Perfect fit for iPHONE11 PRO (5.8 inch) Comes in an elegant package Perfect gift idea"
"[2+2 Pack] for Pixel 6 5G Screen Protector and Camera Lens Protector Bubble-Free Compatible Fingerprint Full Coverage 9H Hardness Tempered Glass Protector for Google Pixel 6 (6.4"")",$8.99,"【Exclusively designed For Google Pixel 6 】: Precise cutouts, Full coverage protect the whole screen and Suitable for use with soft phone case to prevent edges-peeling up., compatible with most For Google Pixel 6 cases and covers. 【9H Hardness】Nano-level Precision Cutting Process tempered Glass For Google Pixel 6 Will fit your Screen Perfectly and gives your phone maximum Protection from drops, Scratches and Scrapes With an industry-leading Glass Strength of 9H hardness. 【High Sensitivity Touching】The ultra-thin thickness of only 0.25mm maintains the original sensitivity and comfortable touch，promising original high-response touch feeling without any interference. Ultra clear 99% High-Transparency provides you high-definition clear viewing. 【Easy Installation】: Easy no trouble and bubble-free installation that easily fits your device’s screen. Easy to apply and remove. Clear acrylic adhesive won’t leave residue. The anti-fingerprint, oleophobic coating resists smudges to maintain the HD clarity of your display. 【100% satisfaction promise】: If you encounter any problems during use, please send us an email. We will solve it for you as soon as possible. And thank you for your trust in our company",4.3 out of 5,"1,170 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
Pehael [2+2 Pack] iPhone 13 Pro Max Privacy Screen Protector with Camera Lens Protector Full Coverage Anti-Spy Tempered Glass Film 9H Hardness Upgrade Edge Protection Easy Installation Bubble Free,$8.85,"About this item ??[Compatible Model and Privacy] - For iPhone 13 Pro Max, include 2 Pack privacy screen protectors + 2 Pack Tempered Camera Lens protectors, get your phone fully protected. A sense of security privacy screen protector, with it in any situation you do not have to worry about the next person to read your information. It also protects your eyes from light, making the visual effect softer. ??[Full Coverage] - This screen protector provides edge to edge protection for your device. Prevent dust from accumulating around the edges, leaving no space for dust. Including curved edge lines are also covered, make the phone look like it doesn't have a cover. ??[Anti-Spy Tempered Glass] - Give your NEW phone better protection, choose high-quality materials to produce good screen protectors. Choose the most appropriate color depth for the anti-peep coating, while satisfying privacy and visual comfort. Hides your private and sensitive information from strangers in public places. ATTENTION: Screen brightness of the device will be reduced slightly when using this protector. The brightness can be increased appropriately. ??[Night Shooting Function] - Specially designed dark circle iPhone 13 Pro Max 6.7 Inch camera lens protector. The camera lens protector adopts the new technology of ""seamless"" integration of augmented reality, with light transmittance and night shooting function, without the need to design the flash hole position, when the flash is turned on at night, the original quality of photos and videos can be restored. ??[Face ID Compatible and Easy To Install] - Precisely cut for the iPhone 13 Pro Max 6.7 inch, this screen protector does not interfere with the Face ID feature. It is easy to finish the protectors by aligning the edges and the smooth feel allows you to enjoy every touch with the phone.",4.3 out of 5,"3,874 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
